"Position","Title","Domain","Ref Domains","Alexa Rank","Matches","Matched Links","External Referring URLs","Indexed URLs","Crawled URLs","First Crawled","Last Successful Crawl","IP","SubNet","Country Code","TLD","Trust Flow","Citation Flow","Topical Trust Flow Topic 0","Topical Trust Flow Value 0","Topical Trust Flow Topic 1","Topical Trust Flow Value 1","Topical Trust Flow Topic 2","Topical Trust Flow Value 2","Topical Trust Flow Topic 3","Topical Trust Flow Value 3","Topical Trust Flow Topic 4","Topical Trust Flow Value 4","Topical Trust Flow Topic 5","Topical Trust Flow Value 5","Topical Trust Flow Topic 6","Topical Trust Flow Value 6","Topical Trust Flow Topic 7","Topical Trust Flow Value 7","Topical Trust Flow Topic 8","Topical Trust Flow Value 8","Topical Trust Flow Topic 9","Topical Trust Flow Value 9","Links Per Crawled Url","Outlink Checked Pages","Average Internal Outlinks Per Page","Average External Outlinks Per Page","Average Total Outlinks Per Page","Average External Domains Per Page","Domain Language 0","Domain Language Page Ratio 0","Domain Language 1","Domain Language Page Ratio 1","Domain Language 2","Domain Language Page Ratio 2","Total Inbound Links","Supplemental","Live","Lost","From Deep Links","From Homepages","Direct","Indirect","Follow","NoFollow","HTTP","HTTPS","Redirect","Text Link","Image Link","Frame","In Bucket"
1,"موقع كل الناس - اخبار دالية الكرمل واخبار عسفيا وااخبار المجتمع العربي","kolanas.co.il",12,-1,0,207340,7101,486069,218498,24/10/2024,18/02/2025,"188.114.97.1","188.114.97.0","US","il",6,14,"Society/Organizations",6,"Society/Issues",5,,0,,0,,0,,0,,0,,0,,0,,0,0.95,214059,57,93,150,90,"ar",96.8,"en",3.1,,,207340,0,207080,260,207336,4,207340,0,207340,0,206331,1009,0,0,207340,0,
2,"WWE News, Results, Photos & Video - Official Site | WWE","wwe.com",24806,9590,0,27649,4757599,249727,81487,22/10/2024,14/01/2025,"54.236.192.188","54.236.192.0","US","com",72,63,"Sports/Wrestling",72,"Society/Ethnicity",42,"Sports",31,"News/Journalism",21,"Games/Video Games/Developers and Publishers",21,,0,,0,,0,,0,,0,0.34,68750,24,5,29,4,"en",95.9,"ar",3.9,,,27652,3,20426,7226,27647,5,27651,1,27652,0,0,27652,1,26820,831,0,
3,"Homepage - Arab Australia","arabaustralia.com.au",10,-1,0,8329,21,22585,22271,23/10/2024,18/02/2025,"160.153.0.50","160.153.0.0","US","au",0,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.37,10310,24,6,30,6,"en",98.4,"ar",1.5,,,8330,1,8317,13,8329,1,8329,1,8330,0,0,8330,0,1,8329,0,
4,"Sprinklr / Internal Server Error","onshahid.net",31,-1,0,5493,1610,7305,7256,06/11/2024,18/02/2025,"54.236.70.234","54.236.70.0","US","net",0,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.76,6694,0,0,0,0,"en",100.0,,,,,5757,264,5327,430,5757,0,5468,289,5757,0,5757,0,2927,2830,0,0,
5,"Home - Moustafa Elfeki","moustafaelfeki.org",1,-1,0,3968,1,16180,12795,23/12/2024,23/12/2024,"196.204.161.201","196.204.161.0","EG","org",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.31,12790,20,3,23,3,"ar",69.9,"en",30.0,,,3968,0,3968,0,3968,0,3968,0,3968,0,3968,0,0,3968,0,0,
6,"Home - Moustafa Elfeki","moustafaelfeki.com",47,-1,0,3595,273,49823,44363,12/11/2024,01/01/2025,"196.204.161.201","196.204.161.0","EG","com",0,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.08,43378,29,3,32,3,"ar",58.1,"en",41.8,,,3595,0,3584,11,3595,0,3595,0,3595,0,3595,0,0,3595,0,0,
7,"*** LJs LiveOnSat Football / Soccer Schedules on TV","liveonsat.com",909,75780,0,3267,57972,14482,13847,23/10/2024,18/02/2025,"35.246.81.48","35.246.81.0","US","com",18,42,"Society/People",17,"Sports/Soccer",16,"World/Italiano",15,"Sports/Resources",11,"Science/Social Sciences",8,"Arts/Television",8,,0,,0,,0,,0,0.24,10461,77,17,94,16,"en",99.8,,,,,3267,0,0,3267,3267,0,3267,0,3267,0,0,3267,0,3267,0,0,
8,"Go Arab","goarab.com",9,-1,0,2949,10,5893,2963,24/10/2024,17/02/2025,"148.66.136.9","148.66.136.0","SG","com",0,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,2941,5,327,332,297,"ar",100.0,,,,,2949,0,2940,9,2945,4,2949,0,2949,0,2943,6,0,0,2949,0,
9,"بوابة مصر 2030","msr2030.com",285,858065,0,2929,247379,520203,452586,22/10/2024,18/02/2025,"104.21.78.90","104.21.78.0","US","com",19,39,"News/Newspapers",19,"News/Media Industry",11,"News/Directories",10,,0,,0,,0,,0,,0,,0,,0,0.01,440071,69,126,195,54,"ar",99.9,,,,,3555,626,3541,14,3555,0,3555,0,3555,0,0,3555,0,3555,0,0,
10,"شاهد | أحدث المسلسلات العربية والأفلام والرياضة والمزيد","shahid.net",562,488502,0,2797,2357,7114,7055,24/10/2024,25/01/2025,"52.5.226.219","52.5.226.0","US","net",8,23,"Computers/Internet",8,"Sports/Equestrian",6,"Computers/Internet/Routers and Routing",4,"Business",3,"Society/Issues",3,"Computers/Internet/Protocols",3,"Society/Organizations",3,"Arts/Music",3,"Computers/Internet/Access Providers",3,"Business/Telecommunications",3,0.4,0,0,0,,0,,,,,,,2797,0,2530,267,2785,12,2797,0,2797,0,2744,53,1992,805,0,0,
11,"مسلسلات - Mosalsalat","mosals.com",3,-1,0,1317,7,252919,251514,13/11/2024,17/02/2025,"104.21.44.183","104.21.44.0","US","com",0,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,246962,35,5,40,4,"ar",100.0,,,,,1317,0,1317,0,1317,0,1317,0,1317,0,0,1317,0,0,0,1317,
12,"Sprinklr / Internal Server Error","onmbc.net",25,-1,0,1111,444,16465,16449,27/10/2024,18/02/2025,"107.23.241.99","107.23.241.0","US","net",0,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.07,12361,0,0,0,0,"en",100.0,,,,,1366,255,1201,165,1366,0,1097,269,1366,0,1366,0,700,666,0,0,
13,"شاشة | أفلام وبرامج تلفزيونية | تقييمات","shashah.com",6,-1,0,576,6,9717,9707,22/10/2024,25/01/2025,"104.21.22.58","104.21.22.0","US","com",0,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.06,7473,13,3,16,2,"ar",68.1,"en",31.7,"da",0.1,1152,576,1020,132,1152,0,1152,0,1152,0,0,1152,0,576,576,0,
14,"Desi Play TV - Watch Hindi Desi Tv Serials Online for Free","desiplaytv.com",62,-1,0,506,248,881,822,25/10/2024,18/02/2025,"13.213.205.104","13.213.205.0","US","com",2,25,"Home/Cooking",2,"Recreation/Pets",2,"Business/Energy",2,"Regional/Europe",2,,0,,0,,0,,0,,0,,0,0.62,537,48,11,59,8,"en",100.0,,,,,1018,512,881,137,1015,3,1018,0,1018,0,0,1018,0,511,507,0,
15,"MyAnimeList.net - Anime and Manga Database and Community","myanimelist.net",32637,293,0,463,39721342,3958468,182808,22/10/2024,18/02/2025,"3.162.20.129","3.162.20.0","US","net",34,68,"Arts/Animation",32,"Arts/Comics",28,"Computers/Robotics",24,"Computers/Software/Operating Systems",22,"Computers/Multimedia",19,"Arts",18,"Business/Real Estate",18,"Home/Gardening",18,"Science/Earth Sciences",17,"Business/Construction and Maintenance",16,0.0,171092,95,10,105,7,"en",96.3,"da",1.4,"vi",1.3,901,438,901,0,901,0,901,0,866,35,0,901,0,468,433,0,
16,"The Arabic Student","thearabicstudent.com",84,-1,0,451,547,4797,1258,22/10/2024,18/02/2025,"142.250.185.211","142.250.185.0","US","com",11,23,"Science/Social Sciences",11,"Reference/Education",6,"Society/Issues",6,,0,,0,,0,,0,,0,,0,,0,0.36,670,79,44,123,15,"en",66.4,"ar",33.4,"fr",0.1,451,0,451,0,450,1,451,0,451,0,451,0,0,451,0,0,
17,,"interdc.net",14,-1,0,379,14,731,667,11/12/2024,11/12/2024,"212.29.210.124","212.29.210.0","IL","net",0,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.57,378,39,97,136,94,"ar",100.0,,,,,379,0,378,1,378,1,379,0,379,0,379,0,0,0,379,0,
18,"كشمش – عالم مدهش","kshmsh.com",45,678474,0,361,520,23935,7423,24/10/2024,10/02/2025,"64.20.39.54","64.20.39.0","US","com",0,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.05,5661,72,3,75,3,"ar",94.1,"en",5.6,,,361,0,360,1,359,2,361,0,361,0,1,360,0,361,0,0,
19,"لايك كارد | بطاقات ألعاب وهدايا وشحن مباشر | ايتونز، جوجل بلاي، ببجي، ستيم، بلايستيشن","likecard.com",402,-1,0,284,5231,58529,57063,22/10/2024,18/02/2025,"172.66.40.138","172.66.40.0","US","com",10,36,"Business/Financial Services",10,"Business",7,"Sports/Soccer",6,"Computers/Human-Computer Interaction",4,"Computers/Security",4,,0,,0,,0,,0,,0,0.0,24372,16,7,23,7,"ar",60.1,"en",39.8,,,284,0,244,40,284,0,284,0,284,0,0,284,0,284,0,0,
20,,"sharkha.com",4,-1,0,269,4,101945,7276,24/10/2024,17/02/2025,"15.197.172.60","15.197.172.0","US","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.04,2240,39,3,42,2,"ar",100.0,,,,,269,0,46,223,269,0,186,83,0,269,0,269,0,269,0,0,
21,"Find Where to Watch Movies & TV Series | Create Lists, Track Progress & Discover Similar Content | masterlist","masterlist.tv",33,-1,0,241,2248324,837035,550901,22/10/2024,18/02/2025,"104.21.16.153","104.21.16.0","US","tv",2,26,"Computers/Software/Internet",2,"Society/Politics",1,"Society/Organizations",1,"Computers/Internet/Web Design and Development",1,"News/Journalism",1,"Computers/Programming/Methodologies",1,"Arts/Animation",1,"Arts/Visual Arts",1,"Arts/Music",1,"Computers/Hardware",1,0.0,538298,446,1,447,1,"en",99.9,,,,,241,0,241,0,241,0,241,0,241,0,0,241,0,241,0,0,
22,"Omuz","omuz.com",21,715837,0,222,41,979482,369141,29/11/2024,16/02/2025,"104.26.10.129","104.26.10.0","US","com",0,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,331680,23,1,24,1,"tr",99.9,,,,,222,0,222,0,222,0,222,0,0,222,0,222,0,0,222,0,
23,"Partidos de tu Selección de fútbol en vivo | Donde Ver A Tu Selección En Vivo","comoveralaseleccionenvivo.com",10,-1,0,214,15,1462,1448,10/11/2024,18/02/2025,"99.83.190.102","99.83.190.0","US","com",0,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.15,856,72,18,90,10,"es",76.0,"en",20.6,"pt",3.2,2134,1920,2134,0,2124,10,2134,0,2134,0,0,2134,0,2131,3,0,
24,"An-Najah National University : Home","najah.edu",5063,63961,0,203,175393,658569,390715,22/10/2024,02/02/2025,"212.14.244.207","212.14.244.0","PS","edu",55,57,"Reference/Education",55,"Society/Religion and Spirituality",20,"Society/People",20,"Science/Publications",16,,0,,0,,0,,0,,0,,0,0.0,379096,33,5,38,4,"ar",96.0,"en",3.9,,,203,0,203,0,203,0,203,0,203,0,0,203,0,203,0,0,
25,"Ranks Arabia","ranksarabia.com",8,-1,0,201,13,5664,1961,04/12/2024,17/02/2025,"104.21.48.1","104.21.48.0","US","com",4,12,"News/Newspapers",4,"News/Media Industry",2,,0,,0,,0,,0,,0,,0,,0,,0,0.1,1951,50,1,51,0,"ar",99.9,,,,,201,0,201,0,201,0,201,0,201,0,0,201,0,201,0,0,
26,"Forza Kuwait | kuwaiti with some free time and much internet browsing","forzaq8.net",70,-1,0,200,768,13359,12939,22/10/2024,18/02/2025,"66.154.85.51","66.154.85.0","US","net",8,20,"Business/Energy",8,"Business/Transportation and Logistics",7,"Health",6,"Society/People",5,"Health/Dentistry",5,"Health/Mental Health",4,"Recreation/Travel",4,"Society/Military",4,"Arts/Performing Arts",4,"Society",3,0.02,12115,23,18,41,10,"en",81.6,"ar",18.3,,,200,0,200,0,200,0,200,0,200,0,200,0,0,200,0,0,
27,"Sunday School - Sunday School - St. George Sunday School","ezproductions.ca",0,-1,0,196,0,98958,90544,22/10/2024,28/01/2025,"96.55.12.147","96.55.12.0","CA","ca",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,80485,24,7,31,1,"en",99.6,"ar",0.3,,,196,0,196,0,196,0,0,196,40,156,98,98,0,196,0,0,
28,"A to Z Productions Home - A to Z Productions - A to Z Film Productions","ashehata.ca",0,-1,0,194,0,73406,67964,01/11/2024,20/01/2025,"96.55.12.147","96.55.12.0","CA","ca",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,59383,24,11,35,2,"en",99.3,"ar",0.4,,,194,0,194,0,194,0,0,194,39,155,0,194,0,194,0,0,
29,"Account Suspended","lasttwet.com",3,-1,0,194,3,22077,4792,28/10/2024,07/01/2025,"95.217.73.111","95.217.73.0","FI","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.04,4574,8,2,10,1,"ar",98.8,"en",1.1,,,198,4,140,58,198,0,197,1,198,0,0,198,0,198,0,0,
30,"موقع مغامرات سندباد | Sinbad Cartoon Website","sindbadcartoon.com",41,-1,0,178,76,1914,870,25/10/2024,18/02/2025,"160.153.0.26","160.153.0.0","US","com",6,21,"Arts/Television",6,"Recreation/Pets",5,"Business/Transportation and Logistics",4,"Business/Hospitality",4,"Science/Technology",4,"Business",3,"Shopping/Vehicles",3,"Computers/Internet/Searching",3,"Recreation/Food",3,"Reference/Directories",3,0.2,490,61,8,69,3,"ar",100.0,,,,,356,178,356,0,356,0,356,0,356,0,0,356,0,178,178,0,
31,"Protect the Creative Marketplace - Alliance for Creativity and Entertainment","alliance4creativity.com",2960,12941,0,142,14044023,5682743,34338,23/10/2024,18/02/2025,"96.45.82.59","96.45.82.0","US","com",25,51,"Arts/Movies",25,"Business",16,"Reference/Education",15,"Arts/Television",15,"Arts",14,"Computers/Internet/File Sharing",12,"Recreation/Food",12,"Computers/History",12,"Society/Law",12,"Business/Arts and Entertainment",11,0.0,17169,8,7,15,3,"en",40.8,"zh",1.9,"ha",1.1,201,59,187,14,201,0,201,0,201,0,0,201,0,142,59,0,
32,"Sign in - Google Accounts","blogspot.com",1217288,430482,0,142,4782327332,773709709,30734362,22/10/2024,18/02/2025,"49.12.98.215","49.12.98.0","IN","com",89,85,"Society/People",66,"Home/Cooking",62,"Computers/Programming/Languages",61,"Society/Religion and Spirituality",59,"Computers/Software/Internet",59,"Arts/Literature",57,"Computers/Internet/On the Web",56,"Computers/Companies",56,"Computers/Software/File Management",55,"Reference/Maps",55,0.0,21958007,3,2,5,0,"en",53.8,"es",8.4,"id",5.4,169,27,165,4,29,140,168,1,163,6,67,102,0,142,21,6,
33,"CouponPlusDeal - Best Discount Codes & Promo Codes of 2025","couponplusdeal.com",309,355423,0,138,1615,64389,63408,22/10/2024,15/02/2025,"104.21.48.1","104.21.48.0","US","com",5,38,"Society/Religion and Spirituality",5,"Regional/Europe",4,"Business/Management",4,"Business/Employment",3,"Recreation/Pets",3,"Health",3,"Business/Customer Service",3,"Business/Business Services",2,"Regional/Oceania",2,"Recreation/Travel",2,0.0,58170,25,4,29,4,"en",100.0,,,,,138,0,138,0,138,0,138,0,138,0,0,138,0,0,138,0,
34,"موقع المرجع","almrj3.com",724,568778,0,137,15751,72737,44455,22/10/2024,18/02/2025,"172.67.75.44","172.67.75.0","US","com",8,44,"Society/Law",8,"Business",3,"Computers/Internet/E-mail",3,"Regional/North America",3,,0,,0,,0,,0,,0,,0,0.0,42794,35,8,43,5,"ar",99.9,,,,,192,55,192,0,192,0,190,2,69,123,0,192,0,192,0,0,
35,"الموجز | كل الأخبار باختصار","almogaz.com",657,412506,0,135,81362,511309,354239,22/10/2024,18/02/2025,"139.162.139.147","139.162.139.0","DE","com",11,43,"News/Directories",11,"Society/Politics",10,"Society/People",8,"News/Journalism",8,"News/Newspapers",7,"Society",7,"Computers/Internet/Searching",7,"News/Media Industry",7,"Computers/Software/Internet",7,"Society/Organizations",6,0.0,348349,38,4,42,3,"ar",99.9,,,,,135,0,135,0,135,0,135,0,135,0,0,135,0,135,0,0,
36,"WebApplication1","mentercwmgwendraeth.org.uk",5,-1,0,133,6,246461,46106,06/11/2024,27/01/2025,"52.38.43.24","52.38.43.0","US","uk",0,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,6119,18,124,142,12,"en",99.6,"da",0.3,,,262,129,36,226,262,0,262,0,258,4,0,262,0,133,129,0,
37,"موقع أطروحة - الموقع العربي الأول","utruha.com",93,-1,0,120,342,48239,9259,22/10/2024,08/02/2025,"162.240.103.140","162.240.103.0","US","com",0,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,7204,53,8,61,6,"ar",99.8,"da",0.1,,,152,32,152,0,152,0,152,0,152,0,0,152,0,152,0,0,
38,"BitTopup - Game Top-Up, Gift Card | Game Voucher & Mobile Recharge","bittopup.com",695,-1,0,120,27936,26116,25984,25/10/2024,18/02/2025,"172.66.40.107","172.66.40.0","US","com",23,40,"Arts/Music",23,"Computers/Computer Science/People",10,,0,,0,,0,,0,,0,,0,,0,,0,0.0,23046,20,7,27,7,"en",37.0,"zh",19.4,"ru",19.2,144,24,144,0,144,0,84,60,0,144,0,144,0,144,0,0,
39,"ثقفنا كل يوم - ثقفنا كل يوم","thaqefna.com",304,833801,0,114,528,29114,12468,23/10/2024,18/02/2025,"188.114.96.1","188.114.96.0","US","com",2,28,"Recreation/Pets",2,"Regional/Europe",2,"Home/Family",1,"Recreation/Travel",1,"Arts/Music",1,"Reference/Maps",1,"Adult/Regional",1,"Business",1,"Adult/Shopping",1,"Adult/World",1,0.01,11320,11,1,12,1,"ar",96.2,"en",3.2,"da",0.5,114,0,112,2,114,0,114,0,114,0,0,114,0,114,0,0,
40,"WebGrab+Plus","webgrabplus.com",359,160871,0,112,4706,186318,157595,22/10/2024,18/02/2025,"104.21.74.39","104.21.74.0","US","com",12,35,"Computers/Internet/Access Providers",12,"Regional/Europe",10,"Computers/Hardware",9,"Recreation/Models",7,"Computers/Multimedia",7,"Arts/Television",6,"Computers/Software/Internet",5,"Society/People",5,,0,,0,0.0,131760,29,1,30,1,"en",97.0,"de",0.3,"pt",0.3,112,0,112,0,112,0,112,0,112,0,14,98,0,112,0,0,
41,"TV Shows Database | trakkertv.com","trakkertv.com",4,-1,0,112,4,42401,41409,21/11/2024,17/02/2025,"172.67.202.219","172.67.202.0","US","com",0,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,40420,14,3,17,3,"en",97.5,"da",0.4,"ja",0.3,112,0,111,1,112,0,112,0,0,112,0,112,0,0,112,0,
42,"مصر 24","mesr24.com",182,-1,0,112,406659,43687,30316,23/10/2024,09/02/2025,"188.114.97.1","188.114.97.0","US","com",8,26,"News/Newspapers",8,"News/Media Industry",4,"News/Directories",3,,0,,0,,0,,0,,0,,0,,0,0.0,29432,35,6,41,4,"ar",99.9,,,,,132,20,132,0,132,0,132,0,132,0,0,132,0,132,0,0,
43,"الأموال","elamwal.com",288,-1,0,109,1666532,169852,76339,24/10/2024,02/02/2025,"104.21.65.82","104.21.65.0","US","com",12,45,"News/Newspapers",12,"News/Media Industry",7,"News/Directories",6,"Business/Textiles and Nonwovens",5,"Society/Religion and Spirituality",5,"Science/Technology",5,"Business/Construction and Maintenance",5,,0,,0,,0,0.0,70158,54,15,69,13,"ar",99.9,,,,,109,0,109,0,109,0,109,0,109,0,0,109,0,109,0,0,
44,,"koraclacket.com",10,-1,0,107,14,9446,3617,23/10/2024,26/11/2024,"195.35.15.2","195.35.15.0","DE","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,34,31,8,39,7,"ar",100.0,,,,,107,0,0,107,107,0,107,0,107,0,0,107,0,107,0,0,
45,"المضمون","almadmoun.com",3,-1,0,106,3,146,87,25/10/2024,18/02/2025,"172.67.141.180","172.67.141.0","US","com",0,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.22,77,5,4,9,2,"ar",100.0,,,,,109,3,109,0,109,0,109,0,109,0,0,109,0,109,0,0,
46,"Football News, Live Scores, Results & Transfers | Goal.com UK","goal.com",37628,1292,0,101,3322714,1224383,560527,22/10/2024,05/11/2024,"52.19.179.108","52.19.179.0","IE","com",65,62,"Sports/Soccer",65,"Computers/Internet/On the Web",22,"Sports/Petanque",19,"Computers/Software/Graphics",19,"Sports/Water Sports",19,"Health",18,"Sports/Cycling",18,"Regional/Europe",18,,0,,0,0.0,420467,40,2,42,2,"en",55.3,"es",17.3,"fr",6.7,287,186,277,10,287,0,287,0,281,6,0,287,0,175,112,0,
47,"العالمي","alnassr-fclub.com",1,-1,0,100,1,4525,1723,26/12/2024,17/02/2025,"160.153.138.204","160.153.138.0","US","com",0,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.06,1283,24,3,27,3,"ar",99.8,"da",0.1,,,200,100,200,0,200,0,200,0,200,0,0,200,0,100,100,0,
48,"A to Z Productions Home - A to Z Productions - A to Z Film Productions","ashehata.com",3,-1,0,98,3589,93750,81259,23/10/2024,09/01/2025,"96.55.12.147","96.55.12.0","CA","com",0,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,69036,24,8,32,1,"en",99.6,"ar",0.1,,,98,0,98,0,98,0,0,98,20,78,0,98,0,98,0,0,
49,"澳洲幸运5开奖官网查询结果-澳洲幸运5开奖结果+开奖记录-幸运五记录查询澳洲结果|Anime and Manga Database and Community","animemap.net",90,-1,0,98,176,16452,13360,25/10/2024,18/02/2025,"34.96.205.92","34.96.205.0","US","net",5,20,"Computers/Internet/Web Design and Development",5,"Computers/Graphics",4,"News/Weblogs",4,"Computers/Internet/On the Web",4,"Arts/Entertainment",4,"News/Weather",3,"Computers/Desktop Publishing",3,"Arts/Illustration",2,"Arts/Performing Arts",2,"Arts/Comics",2,0.01,12226,2,175,177,11,"en",95.4,"da",3.8,"ja",0.3,188,90,188,0,188,0,188,0,180,8,188,0,0,98,90,0,
50,"وشوشة","washwasha.org",391,-1,0,95,4859,209142,123507,23/10/2024,17/01/2025,"172.67.221.144","172.67.221.0","US","org",11,34,"News/Directories",11,"Society/Philanthropy",10,"Arts/Movies",9,"News/Newspapers",7,"News/Media Industry",7,,0,,0,,0,,0,,0,0.0,109534,12,5,17,5,"ar",100.0,,,,,96,1,94,2,96,0,96,0,96,0,0,96,0,95,0,1,
51,"Bitly Connections Platform | Short URLs, QR Codes, and More","bit.ly",1469011,1007,0,91,1502471130,25200600,2055215,22/10/2024,18/02/2025,"67.199.248.11","67.199.248.0","US","ly",82,84,"Reference/Education",59,"Arts/Music",58,"Recreation/Travel",51,"Society/Religion and Spirituality",50,"Computers/Software/Networking",50,"Business",48,"Arts",47,"Regional/North America",47,"Arts/Comics",43,"Society/Government",43,0.0,1962075,0,0,0,0,"en",99.5,,,,,94,3,80,14,94,0,91,3,94,0,1,93,40,54,0,0,
52,"مصارعة حرة - أخبار المصارعة - عروض المصارعة - عرض الرو - عرض سماك داون","almosarii3.com",41,159004,0,90,68,2705,2697,03/11/2024,18/02/2025,"216.58.204.83","216.58.204.0","US","com",0,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,1229,15,11,26,9,"ar",100.0,,,,,90,0,90,0,90,0,90,0,0,90,0,90,0,90,0,0,
53,"الحياة واشنطن - الأخبار والتحليلات من الشرق الأوسط والعالم","hayawashington.com",272,102052,0,84,13974,33023,14178,23/10/2024,18/02/2025,"188.114.96.3","188.114.96.0","US","com",0,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,9537,29,5,34,3,"ar",77.5,"en",22.4,,,85,1,63,22,85,0,85,0,85,0,0,85,0,85,0,0,
54,"Veengy - Videos & More","veengy.com",53,-1,0,83,872,34752,4158,24/10/2024,18/02/2025,"207.180.253.40","207.180.253.0","US","com",1,21,"Arts/Music",1,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,4060,61,2,63,2,"ar",76.5,"en",8.9,"hi",1.6,83,0,83,0,83,0,51,32,0,83,0,83,0,83,0,0,
55,"sahelgoo – شركة متخصصة في تقديم بطاقات الهدايا والمنتجات الرقمية","sahelgo.com",2,-1,0,80,2,2150,1752,01/12/2024,17/02/2025,"172.67.162.19","172.67.162.0","US","com",0,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.05,1658,42,2,44,2,"en",34.5,"fr",34.2,"ar",31.2,80,0,80,0,80,0,40,40,80,0,0,80,0,80,0,0,
56,"StreamFat.com | Your Streaming Guide","streamfat.com",3,-1,0,76,3,878916,486281,23/10/2024,30/11/2024,"188.114.96.1","188.114.96.0","US","com",0,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,473250,63,8,71,5,"en",31.2,"es",29.6,"de",29.4,152,76,142,10,152,0,152,0,0,152,0,152,0,76,76,0,
57,"Hikka - енциклопедія аніме, манґи та ранобе українською","hikka.io",14,-1,0,76,255,571918,511091,22/10/2024,18/02/2025,"104.21.16.1","104.21.16.0","US","io",0,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,502884,6,2,8,2,"uk",98.7,"da",1.2,,,152,76,152,0,152,0,152,0,152,0,0,152,0,152,0,0,
58,"Palestine : the International Solidarity Movement","archives-ism-france.org",21,-1,0,72,6395,73587,68154,06/11/2024,18/02/2025,"54.36.91.62","54.36.91.0","FR","org",25,28,"Society/Ethnicity",25,"Society/Issues",12,,0,,0,,0,,0,,0,,0,,0,,0,0.0,67703,49,7,56,6,"fr",99.7,"ar",0.2,,,72,0,72,0,72,0,72,0,0,72,36,36,0,72,0,0,
59,"ويكي الخليج","wikigulf.com",153,-1,0,70,21019,73391,16667,22/10/2024,18/02/2025,"172.67.223.192","172.67.223.0","US","com",4,47,"Society/Law",4,"Regional/North America",3,"Computers/Internet/E-mail",3,"Science/Technology",3,"Business/Arts and Entertainment",3,"Society/Politics",3,"Recreation/Radio",2,"Business/Telecommunications",2,,0,,0,0.0,13095,28,7,35,6,"ar",99.9,,,,,81,11,80,1,81,0,81,0,44,37,0,81,0,81,0,0,
60,"Home -","pashacards.com",19,-1,0,68,25,218,125,25/10/2024,04/02/2025,"160.153.137.171","160.153.137.0","US","com",5,4,"News/Newspapers",5,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.54,97,7,12,19,10,"en",50.6,"ar",49.3,,,68,0,68,0,67,1,68,0,42,26,0,68,0,68,0,0,
61,"Gold4Cards","gold4cards.com",7,-1,0,68,18,7666,7477,23/10/2024,18/02/2025,"146.190.179.137","146.190.179.0","US","com",1,19,"Science/Social Sciences",1,"Computers/Software/Business",1,,0,,0,,0,,0,,0,,0,,0,,0,0.01,7465,226,4,230,4,"en",92.9,"ar",2.3,"ko",0.8,68,0,0,68,68,0,68,0,68,0,0,68,0,68,0,0,
62,"الرئيسية - موقع ون للتقنية","onetecheg.com",15,-1,0,68,5363,41939,16747,22/10/2024,18/02/2025,"104.21.32.1","104.21.32.0","US","com",3,25,"News/Media Industry",3,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,13854,54,8,62,5,"ar",99.9,,,,,69,1,69,0,69,0,69,0,1,68,0,69,0,69,0,0,
