"Position","Title","Domain","Ref Domains","Alexa Rank","Matches","Matched Links","External Referring URLs","Indexed URLs","Crawled URLs","First Crawled","Last Successful Crawl","IP","SubNet","Country Code","TLD","Trust Flow","Citation Flow","Topical Trust Flow Topic 0","Topical Trust Flow Value 0","Topical Trust Flow Topic 1","Topical Trust Flow Value 1","Topical Trust Flow Topic 2","Topical Trust Flow Value 2","Topical Trust Flow Topic 3","Topical Trust Flow Value 3","Topical Trust Flow Topic 4","Topical Trust Flow Value 4","Topical Trust Flow Topic 5","Topical Trust Flow Value 5","Topical Trust Flow Topic 6","Topical Trust Flow Value 6","Topical Trust Flow Topic 7","Topical Trust Flow Value 7","Topical Trust Flow Topic 8","Topical Trust Flow Value 8","Topical Trust Flow Topic 9","Topical Trust Flow Value 9","Links Per Crawled Url","Outlink Checked Pages","Average Internal Outlinks Per Page","Average External Outlinks Per Page","Average Total Outlinks Per Page","Average External Domains Per Page","Domain Language 0","Domain Language Page Ratio 0","Domain Language 1","Domain Language Page Ratio 1","Domain Language 2","Domain Language Page Ratio 2","Total Inbound Links","Supplemental","Live","Lost","From Deep Links","From Homepages","Direct","Indirect","Follow","NoFollow","HTTP","HTTPS","Redirect","Text Link","Image Link","Frame","In Bucket"
1,"Senaste nyheterna inom Svensk fotboll - FotbollDirekt","fotbolldirekt.se",1684,337111,0,41989,288737,160240,108888,22/10/2024,18/02/2025,"62.116.130.8","62.116.130.0","DE","se",16,55,"Sports/Soccer",15,"Society/Government",14,"News/Newspapers",13,"Regional/Europe",11,"Society/People",10,"Games/Gambling",9,"Society/Ethnicity",9,"Computers/Programming/Languages",9,"Reference/Dictionaries",9,"Science/Social Sciences",8,0.39,93229,30,3,33,2,"sv",99.9,,,,,41989,0,1817,40172,41926,63,41989,0,41989,0,0,41989,0,0,0,41989,
2,"Campo.dk ⚽ | Fodboldnyheder, stillinger, resultater & TV-guide!","campo.dk",532,849178,0,35827,1973,109001,102745,22/10/2024,18/02/2025,"82.163.160.149","82.163.160.0","DK","dk",15,38,"Arts/Television",15,"Sports/Resources",6,,0,,0,,0,,0,,0,,0,,0,,0,0.35,101441,62,0,62,0,"da",98.7,"en",1.0,,,35827,0,35784,43,35814,13,35827,0,35827,0,0,35827,0,0,0,35827,
3,,"verstappen.com",2176,540951,0,17066,670995,166864,158860,22/10/2024,18/02/2025,"172.67.21.133","172.67.21.0","US","com",53,43,"Sports/Motorsports",53,"Society/Paranormal",16,,0,,0,,0,,0,,0,,0,,0,,0,0.11,143925,35,5,40,5,"nl",56.4,"en",43.5,,,17066,0,17040,26,17065,1,17066,0,17066,0,0,17066,0,175,16891,0,
4,,"viafree.fi",95,-1,0,12385,2079,17418,17097,22/10/2024,,"13.224.81.120","13.224.81.0","US","fi",9,24,"Computers/Internet/Searching",9,"Sports/Skating",7,"Reference/Education",5,"Reference/Libraries",4,,0,,0,,0,,0,,0,,0,0.72,15387,0,1,1,1,,,,,,,12385,0,12290,95,12385,0,12385,0,12385,0,0,12385,12384,1,0,0,
5,"Free Movies & TV Shows - Pluto TV","viafree.no",176,-1,0,11810,5249,22930,22813,23/10/2024,,"13.224.81.116","13.224.81.0","US","no",10,23,"Arts/Radio",10,"Home/Consumer Information",8,"Sports/Track and Field",7,"News/Magazines and E-zines",6,"Society/Issues",5,"Society/Politics",5,"Sports/Team Handball",4,"Arts/Movies",4,"Science/Social Sciences",4,"Shopping",4,0.52,21714,0,1,1,1,,,,,,,11810,0,11809,1,11810,0,11810,0,11810,0,0,11810,11810,0,0,0,
6,"Hockeysverige – Sveriges största nyhetssajt om hockey","hockeysverige.se",1753,396311,0,10337,424508,402254,376849,22/10/2024,18/02/2025,"172.67.202.66","172.67.202.0","US","se",12,60,"Sports/Hockey",11,"News/Newspapers",10,"Computers/Computer Science/Academic Departments",10,"Computers/Computer Science/Conferences",9,"Sports",8,"Sports/Soccer",8,"Society/Religion and Spirituality",8,"Sports/Resources",8,"Recreation/Pets",7,"Society/History",7,0.03,290576,19,4,23,3,"sv",99.9,,,,,10337,0,9905,432,10179,158,10337,0,10337,0,0,10337,0,3,0,10334,
7,,"viaplay.dk",1133,-1,0,7965,470479,93066,85342,23/10/2024,04/02/2025,"18.172.89.76","18.172.89.0","US","dk",25,39,"Sports/Soccer",25,"Computers/Programming/Internet",17,"Business/Marketing and Advertising",17,"Arts",16,"Computers/Internet/On the Web",15,"Home/Consumer Information",14,"Business/Telecommunications",14,"News/Media Industry",13,"Society/Religion and Spirituality",13,"Arts/Television",13,0.09,43884,0,0,0,0,"da",100.0,,,,,7965,0,7963,2,7962,3,7965,0,7965,0,2635,5330,632,7329,4,0,
8,,"viaplay.no",937,25187,0,7591,153980,57129,39124,22/10/2024,25/01/2025,"3.164.68.68","3.164.68.0","US","no",20,32,"Computers/Internet/On the Web",18,"Sports/Soccer",18,"Sports/Team Handball",17,"Arts/Movies",17,"Games/Gambling",14,"Business/Telecommunications",14,"Home/Family",13,"Society/Religion and Spirituality",13,"Arts/Television",12,"Games/Online",11,0.19,22061,0,0,0,0,"no",100.0,,,,,7591,0,7589,2,7589,2,7591,0,7591,0,2561,5030,548,7040,3,0,
9,"DataDriveSports.com Business - Sports Betting Driven by Data!- DataDriveSports","datadrivesports.com",49,-1,0,7194,2318,414121,408019,22/10/2024,18/02/2025,"104.21.48.1","104.21.48.0","US","com",0,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,401048,168,13,181,11,"en",99.9,,,,,7204,10,7192,12,7204,0,6192,1012,7204,0,0,7204,0,7204,0,0,
10,"Nyheter från Sveriges största nyhetssajt","aftonbladet.se",31036,1971,0,6004,6394707,1070731,316023,22/10/2024,18/02/2025,"52.223.48.227","52.223.48.0","US","se",69,64,"News/Newspapers",67,"Sports/Resources",45,"Sports/Hockey",40,"Recreation/Autos",39,"Health/News and Media",34,"Home/Personal Finance",32,"Arts/Music",28,"Arts/Literature",27,"Arts/Radio",25,"Regional/Europe",25,0.02,287037,20,0,20,0,"sv",95.0,"en",4.9,,,6004,0,1729,4275,6004,0,6004,0,6004,0,0,6004,0,0,0,6004,
11,"KSW","kswmma.com",577,-1,0,3893,183124,31249,28366,22/10/2024,18/02/2025,"85.128.239.13","85.128.239.0","PL","com",12,46,"Sports/Martial Arts",12,"Sports/Golf",10,"Sports/Hockey",9,"Business",8,"Science/Social Sciences",7,"Sports/Resources",7,"Recreation/Travel",6,"Regional/Europe",6,"Sports/Soccer",6,"Sports/Gaelic",6,0.14,21520,8,8,16,6,"pl",98.3,"en",1.6,,,3893,0,90,3803,3892,1,3893,0,3893,0,0,3893,0,3893,0,0,
12,"Cricfree | Cricfree.org | Cricfree.tv","cricfree.org",167,-1,0,3493,1892,11585,11160,22/10/2024,09/02/2025,"91.224.59.121","91.224.59.0","CZ","org",4,34,"Recreation/Motorcycles",3,"Recreation/Autos",3,"Society/People",3,"Business/Textiles and Nonwovens",3,"Society/Organizations",3,"Arts/Animation",3,"Reference/Education",3,"Arts/Online Writing",3,"Society/Subcultures",2,"News/Journalism",2,0.31,9485,0,1,1,1,"en",100.0,,,,,3848,355,654,3194,3848,0,1889,1959,3848,0,1844,2004,1918,1930,0,0,
13,"Cricfree | Crickfree.org | Cricfree.tv","crickfree.be",646,239279,0,2419,4791,17114,14075,22/10/2024,18/02/2025,"91.224.59.191","91.224.59.0","CZ","be",5,33,"Computers/Programming/Development Tools",5,"Recreation/Travel",3,"Games/Video Games/Strategy",3,"Society/Politics",3,"Arts/Music",3,"Health/Conditions and Diseases",3,"Arts/Radio",3,"Sports/Soccer",2,"Computers/Security",2,"Arts/Performing Arts",2,0.17,11639,0,1,1,1,"en",100.0,,,,,2846,427,854,1992,2846,0,1377,1469,2846,0,678,2168,1468,1378,0,0,
14,,"aftonbladet-cdn.se",3473,689360,0,2326,26645,703480,398777,22/10/2024,08/12/2024,"54.230.10.89","54.230.10.0","US","se",38,45,"Arts/Literature",33,"Arts/Music",32,"Society/Religion and Spirituality",27,"Arts/People",26,"Recreation/Travel",23,"Society/People",23,"Arts/Television",22,"Recreation/Food",21,"Computers/Data Formats",19,,0,0.01,391222,18,2,20,1,"sv",99.9,,,,,2326,0,2313,13,2326,0,2326,0,2325,1,0,2326,0,1,0,2325,
15,"Maintenance Mode","bold.dk",5017,19485,0,1978,157214,1307298,312490,22/10/2024,05/02/2025,"18.245.175.4","18.245.175.0","US","dk",29,48,"Sports/Soccer",29,"Regional/Europe",17,"Business/Marketing and Advertising",16,"Arts/Television",16,"News/Newspapers",15,"Recreation",15,"Games/Gambling",14,"Games/Online",14,"Computers/Internet/On the Web",13,"Sports/Resources",13,0.01,265655,69,6,75,6,"da",99.8,"en",0.1,,,1978,0,1978,0,1978,0,1978,0,1978,0,0,1978,0,0,0,1978,
16,"Cricfree | Crickfree.org | Cricfree.tv","crickfree.org",404,698295,0,1896,2467,4595,4393,22/10/2024,26/01/2025,"91.224.59.186","91.224.59.0","CZ","org",5,29,"Sports/Soccer",5,"Arts/Performing Arts",4,"Recreation/Motorcycles",3,"Recreation/Autos",3,"Society/People",3,"Computers/Programming/Development Tools",3,"Business/Textiles and Nonwovens",3,"Society/Organizations",3,"Reference/Education",3,"Arts/Animation",3,0.43,3954,0,1,1,1,"en",100.0,,,,,2038,142,280,1758,2037,1,1031,1007,2038,0,51,1987,995,1043,0,0,
17,,"viaplay.nl",24,-1,0,1617,196,1620,1620,05/01/2025,,"18.238.243.44","18.238.243.0","US","nl",7,20,"Regional/Europe",7,"Sports/Resources",6,"Business/Telecommunications",6,"Computers/Internet",4,"Arts/Television",3,"Computers/Internet/Access Providers",3,,0,,0,,0,,0,1.0,1617,0,1,1,1,,,,,,,1617,0,1617,0,1613,4,1617,0,1617,0,291,1326,0,1617,0,0,
18,"Everysport.com","everysport.com",1491,-1,0,1520,279333,404170,367051,22/10/2024,12/02/2025,"76.76.21.21","76.76.21.0","US","com",41,42,"Sports",41,"Sports/Hockey",16,"Recreation/Pets",15,"Computers/Internet/Searching",14,,0,,0,,0,,0,,0,,0,0.0,332559,8,0,8,0,"sv",90.9,"en",9.0,,,1520,0,340,1180,803,717,1520,0,1520,0,0,1520,0,0,0,1520,
19,"Home - Enfusion Kickboxing","enfusionlive.com",274,-1,0,1433,1052,5463,5112,23/10/2024,18/02/2025,"167.235.164.239","167.235.164.0","US","com",18,26,"Sports/Martial Arts",18,"Sports",16,"Sports/Boxing",10,,0,,0,,0,,0,,0,,0,,0,0.28,4855,18,7,25,7,"en",55.0,"nl",44.8,,,1433,0,1072,361,1432,1,1433,0,1433,0,0,1433,0,0,1433,0,
20,"United - forsiden","united.no",906,65690,0,1381,10354,131505,128156,22/10/2024,10/01/2025,"104.26.8.120","104.26.8.0","US","no",16,42,"Sports/Soccer",16,"Society/Philanthropy",12,"Arts/Literature",11,"Sports/Equestrian",10,"Science/Social Sciences",10,"Society/Government",9,"Science/Chemistry",9,"Business/Directories",8,"Science/Physics",8,"Society/Religion and Spirituality",8,0.01,120958,30,5,35,3,"no",95.1,"en",4.4,"sv",0.3,1381,0,1369,12,1381,0,1381,0,1381,0,0,1381,0,0,0,1381,
21,"PDC Europe","pdc-europe.tv",394,-1,0,1190,15000,17166,17074,22/10/2024,18/02/2025,"5.182.200.10","5.182.200.0","DE","tv",27,38,"Regional/Europe",27,"Recreation/Theme Parks",19,"Sports/Darts",18,"Arts",12,"Sports/Resources",11,"Arts/Music",11,,0,,0,,0,,0,0.07,8103,7,4,11,4,"en",51.1,"de",46.3,"nl",2.4,1190,0,1190,0,1188,2,1190,0,1190,0,0,1190,0,0,1190,0,
22,"GeenStijl: Tendentieus, ongefundeerd & nodeloos kwetsend","geenstijl.nl",4314,10970,0,1113,1976047,186064,102691,22/10/2024,13/01/2025,"172.67.69.206","172.67.69.0","US","nl",53,54,"Society/Politics",53,"Society/People",24,"Computers/Internet/Searching",21,"Arts/Literature",17,"Arts/Visual Arts",16,,0,,0,,0,,0,,0,0.01,100791,25,21,46,9,"nl",99.9,,,,,1113,0,25,1088,1112,1,1113,0,1113,0,0,1113,0,1113,0,0,
23,"PadelDirekt.se - Sveriges största nyhetssajt om padel","padeldirekt.se",65,-1,0,924,8063,19371,19092,28/10/2024,18/02/2025,"3.162.112.116","3.162.112.0","US","se",12,30,"Sports",12,"Recreation/Pets",11,"Business/Directories",5,,0,,0,,0,,0,,0,,0,,0,0.05,17494,17,6,23,5,"sv",100.0,,,,,924,0,924,0,923,1,924,0,924,0,0,924,0,0,0,924,
24,"Motorsport.com: F1 News, MotoGP, NASCAR, Rallying and more","motorsport.com",21085,7121,0,881,6666886,802939,251948,22/10/2024,07/02/2025,"3.85.158.229","3.85.158.0","US","com",67,64,"Sports/Motorsports",67,"Sports",29,"Recreation/Autos",29,"News",22,"Sports/Soccer",18,"Arts/Animation",18,"Computers/Internet/Searching",18,,0,,0,,0,0.0,200724,112,13,125,9,"en",31.9,"nl",30.5,"it",8.1,881,0,880,1,881,0,881,0,878,3,0,881,0,5,0,876,
25,"Adscpl – The leading affiliate network","adscpl.com",3,-1,0,680,3,1370,1368,13/01/2025,18/02/2025,"104.21.55.28","104.21.55.0","US","com",0,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5,1365,1,2,3,2,"en",100.0,,,,,680,0,680,0,678,2,680,0,680,0,0,680,0,680,0,0,
26,"Max Verstappen - Verstappen.com","verstappen.nl",911,-1,0,641,18202,44621,38225,22/10/2024,06/02/2025,"185.103.156.65","185.103.156.0","NL","nl",33,31,"Sports/Motorsports",33,"Business/Financial Services",13,"Shopping/Classifieds",12,,0,,0,,0,,0,,0,,0,,0,0.02,29616,20,14,34,7,"nl",55.5,"en",44.4,,,641,0,638,3,640,1,641,0,641,0,0,641,0,16,625,0,
27,"CategoryHierarchies.com","categoryhierarchies.com",9,-1,0,617,13,695077,446973,22/10/2024,04/02/2025,"50.77.187.18","50.77.187.0","US","com",0,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,368024,102,86,188,84,"en",99.3,"id",0.2,"zh",0.2,617,0,617,0,617,0,617,0,617,0,0,617,0,617,0,0,
28,,"viaplay.fi",721,383374,0,583,202240,115856,110968,22/10/2024,02/12/2024,"54.230.10.27","54.230.10.0","US","fi",16,38,"Sports/Team Handball",16,"Business/Telecommunications",13,"Arts/Television",12,"Sports/Winter Sports",11,"Sports/Events",11,"Arts/Movies",11,"Shopping/Entertainment",10,"Sports/Skating",9,"Computers/Organizations",9,"Computers/Hardware",9,0.01,46766,0,0,0,0,"fi",100.0,,,,,583,0,582,1,580,3,583,0,583,0,36,547,350,218,15,0,
29,"Formel 1 - Senaste nyheterna från F1-cirkusen","formeldirekt.se",18,-1,0,519,129,3345,3267,22/10/2024,18/02/2025,"13.33.141.36","13.33.141.0","US","se",13,23,"Sports",13,"Recreation/Pets",12,,0,,0,,0,,0,,0,,0,,0,,0,0.16,3026,78,19,97,14,"sv",100.0,,,,,519,0,518,1,518,1,519,0,519,0,0,519,0,0,0,519,
30,"Het meest actuele media- en televisienieuws | Totaal TV","totaaltv.nl",3357,260562,0,505,30036,50824,49077,22/10/2024,17/02/2025,"85.10.154.7","85.10.154.0","FR","nl",19,38,"Shopping/Gifts",18,"Arts/Radio",16,"Games",15,"Computers/Internet/Organizations",14,"Business/Financial Services",14,"Arts/Movies",13,"Sports/Soccer",13,"Society/Politics",13,"Sports/Winter Sports",13,"Arts/Music",13,0.01,13948,12,6,18,4,"nl",99.9,,,,,509,4,192,317,509,0,509,0,8,501,0,509,0,509,0,0,
31,"Sport Fokus - Sportsnyheder 24 timer i døgnet","sportfokus.dk",106,-1,0,431,33364,12323,12011,22/10/2024,18/02/2025,"172.67.213.34","172.67.213.0","US","dk",24,36,"Recreation/Pets",23,"News",20,"Health/Alternative",15,"Business/Employment",15,"Business/Investing",14,"Recreation/Travel",13,"Shopping/Classifieds",13,"Recreation",12,"Science/Earth Sciences",12,"Computers/Internet/On the Web",12,0.04,11749,50,0,50,0,"da",99.9,,,,,431,0,428,3,431,0,431,0,431,0,0,431,0,0,0,431,
32,"Home - Fodboldnyheder.dk","fodboldnyheder.dk",173,-1,0,419,9614,37144,36867,24/10/2024,06/02/2025,"104.21.86.209","104.21.86.0","US","dk",18,36,"Health/Alternative",17,"Recreation/Pets",16,"Science/Earth Sciences",13,"Computers/Internet/On the Web",13,"Sports/Bowling",13,"Reference/Museums",13,"Arts/Crafts",12,"Business/Telecommunications",12,"Health/Conditions and Diseases",11,"Computers/Software",9,0.01,26669,22,2,24,2,"da",99.1,"en",0.6,"no",0.1,419,0,397,22,419,0,419,0,419,0,0,419,0,0,0,419,
33,"Fotboll Idag med Målservice, Statistik, Odds & mer - Fotboll.com","fotboll.com",361,826885,0,416,24326,94203,38032,22/10/2024,18/02/2025,"86.107.103.187","86.107.103.0","RO","com",26,33,"Games/Online",26,"Computers/Programming/Languages",16,"Games/Gambling",14,"Sports/Soccer",14,"Computers/Emulators",13,"News/Newspapers",11,"Computers/Software",11,"Games/Video Games/News and Reviews",11,"Society/History",11,"Shopping/Health",10,0.01,37169,105,16,121,14,"sv",99.9,,,,,437,21,394,43,437,0,437,0,437,0,0,437,0,0,42,395,
34,"Indkast.dk - Fodbold nyheder","indkast.dk",462,426488,0,389,1428223,35213,31008,22/10/2024,18/02/2025,"157.90.89.172","157.90.89.0","US","dk",37,50,"Sports/Soccer",37,"Sports/Team Handball",25,,0,,0,,0,,0,,0,,0,,0,,0,0.01,30309,69,16,85,2,"da",100.0,,,,,389,0,388,1,389,0,389,0,389,0,0,389,0,0,0,389,
35,"The Stats Zone - Daily sports betting previews, statistics & expert analysis","thestatszone.com",1379,-1,0,348,13613,56606,45129,22/10/2024,10/02/2025,"104.21.64.1","104.21.64.0","US","com",15,38,"Shopping/Pets",15,"Regional/Europe",10,"Sports/Martial Arts",9,"Sports/Soccer",9,"Shopping/Sports",9,"Recreation/Travel",8,,0,,0,,0,,0,0.01,37948,26,5,31,4,"en",99.9,,,,,348,0,348,0,348,0,11,337,348,0,0,348,0,348,0,0,
36,"BRF Torsdammen","torsdammen.se",4,-1,0,321,5,16283,16246,06/11/2024,17/02/2025,"46.30.215.4","46.30.215.0","DK","se",0,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,15557,32,4,36,3,"sv",98.5,"en",1.4,,,321,0,321,0,321,0,321,0,321,0,0,321,0,321,0,0,
37,"Manchester United - Sitet for danske United-fans - OldTrafforddk","oldtrafford.dk",337,704462,0,293,1378,94963,92084,22/10/2024,18/02/2025,"162.159.134.42","162.159.134.0","US","dk",33,35,"Sports/Soccer",33,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,55696,47,6,53,5,"da",99.6,"en",0.3,,,293,0,280,13,293,0,293,0,293,0,0,293,0,0,0,293,
38,"F1 Maximaal.nl | Laatste Formule 1-nieuws over Max Verstappen en Red Bull","f1maximaal.nl",1087,177159,0,271,2092607,259912,242464,22/10/2024,18/02/2025,"178.128.143.203","178.128.143.0","GR","nl",30,56,"Sports/Soccer",30,"Home/Cooking",15,"Arts/Photography",14,"News/Breaking News",11,,0,,0,,0,,0,,0,,0,0.0,185416,55,7,62,5,"nl",100.0,,,,,281,10,278,3,281,0,281,0,269,12,0,281,0,281,0,0,
39,"Film.nl: volledig aanbod van films","film.nl",636,-1,0,249,2752,67658,67607,22/10/2024,25/01/2025,"87.233.138.166","87.233.138.0","NL","nl",32,41,"Society/Law",32,"Business/E-Commerce",16,"News",15,,0,,0,,0,,0,,0,,0,,0,0.0,62574,7,3,10,2,"nl",99.5,"en",0.4,,,249,0,246,3,249,0,249,0,249,0,0,249,0,249,0,0,
40,"Ett Ã¶gonblick baraâ€¦","vmhockey.se",296,-1,0,248,1875,10921,10186,22/10/2024,05/02/2025,"172.67.182.181","172.67.182.0","US","se",9,25,"Sports/Hockey",9,"Arts/Animation",5,"Computers/Internet/Web Design and Development",4,"Regional/Europe",4,"Sports/Baseball",4,"Sports/Martial Arts",3,,0,,0,,0,,0,0.02,2556,39,1,40,1,"sv",79.1,"en",20.2,"nn",0.3,248,0,144,104,193,55,248,0,248,0,5,243,0,0,0,248,
41,"Rugby Kick Off: TV Guide For Every Rugby Union Fixture","rugbykickoff.com",38,-1,0,247,106,7721,7593,22/10/2024,18/02/2025,"35.173.69.207","35.173.69.0","US","com",1,21,"Sports/Football",1,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,7367,126,3,129,2,"en",98.6,"da",1.0,"cs",0.3,494,247,494,0,494,0,442,52,494,0,0,494,0,0,494,0,
42,,"viaplay.is",321,414089,0,245,1932,7894,7811,26/10/2024,,"54.230.10.28","54.230.10.0","US","is",15,24,"Sports/Soccer",15,"Sports/Motorsports",11,"Business/Arts and Entertainment",9,"Arts/Movies",8,"Computers/Internet/Searching",6,,0,,0,,0,,0,,0,0.03,0,0,0,,0,,,,,,,245,0,245,0,243,2,245,0,245,0,3,242,141,104,0,0,
43,"TVgids.nl - Dé TV gids voor Nu & Straks, vandaag en morgen","tvgids.nl",3783,35552,0,211,564942,415265,384795,22/10/2024,04/02/2025,"195.144.10.175","195.144.10.0","NL","nl",59,53,"Arts/Television",59,"Arts/Movies",23,"Arts/Music",22,"Health/Fitness",22,"Home",22,"Business/Publishing and Printing",21,"Computers/Internet/Searching",21,"Games/Video Games/Strategy",17,,0,,0,0.0,283618,26,2,28,2,"nl",99.9,,,,,550,339,188,362,550,0,550,0,550,0,0,550,0,211,339,0,
44,"AD.nl, het laatste nieuws uit binnen- en buitenland, sport en show | AD.nl","ad.nl",30245,2059,0,209,4264103,1618840,448324,22/10/2024,18/02/2025,"23.201.29.57","23.201.29.0","NL","nl",65,67,"News/Newspapers",63,"Regional/Europe",47,"Sports/Golf",30,"Sports/Tennis",29,"Sports/Soccer",27,"Recreation/Travel",26,"Reference/Education",25,"Computers/Internet/On the Web",25,"Home/Personal Finance",25,"Arts/Music",24,0.0,312955,71,12,83,8,"nl",99.4,"af",0.3,"en",0.2,210,1,209,1,210,0,210,0,210,0,0,210,0,2,0,208,
45,"Cricfree | Cricfree.org | Cricfree.tv","cricfree.net",12,-1,0,182,65,632,632,21/11/2024,,"91.224.59.156","91.224.59.0","CZ","net",0,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.29,623,0,1,1,1,,,,,,,211,29,49,162,211,0,95,116,211,0,211,0,116,95,0,0,
46,,"hockeynews.se",580,569638,0,170,167861,86234,83016,23/10/2024,01/02/2025,"162.159.140.98","162.159.140.0","US","se",12,48,"News/Newspapers",11,"Sports/Hockey",11,"Business/Investing",9,"Business/Transportation and Logistics",9,"Computers/News and Media",9,"Regional/Europe",9,"Sports/Baseball",9,"Sports/Basketball",9,"Recreation/Food",8,"Sports/Soccer",7,0.0,80449,25,2,27,1,"sv",99.8,"en",0.1,,,170,0,167,3,170,0,170,0,170,0,0,170,0,0,0,170,
47,,"viaplay.se",1483,227489,0,158,708736,73140,69243,22/10/2024,24/01/2025,"54.230.10.104","54.230.10.0","US","se",27,39,"Sports/Darts",24,"Sports/Golf",23,"Recreation/Radio",22,"Computers/Internet/Access Providers",19,"Business/Telecommunications",18,"Arts/Television",17,"Sports/Resources",16,"Sports/Hockey",16,"Sports/Soccer",15,"Regional/Europe",15,0.0,32484,0,0,0,0,"sv",100.0,,,,,158,0,158,0,156,2,158,0,158,0,5,153,101,51,6,0,
48,"TV Series Online Kijken","tvseriesonlinekijken.nl",52,-1,0,145,63,356931,297206,22/10/2024,18/02/2025,"104.21.112.1","104.21.112.0","US","nl",8,26,"Games",7,"Computers/Internet/Searching",7,"Arts/Music",7,"News/Breaking News",6,"Business/Financial Services",3,"Sports/Soccer",3,,0,,0,,0,,0,0.0,165922,31,1,32,1,"nl",94.3,"en",3.3,"ja",1.0,145,0,113,32,145,0,0,145,145,0,0,145,0,0,145,0,
49,"Total Rugby League","totalrl.com",3565,386667,0,142,596470,758417,297763,22/10/2024,18/02/2025,"5.44.23.148","5.44.23.0","UK","com",41,54,"Sports/Football",41,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,267456,25,2,27,1,"en",99.7,"fr",0.1,,,143,1,143,0,143,0,2,141,108,35,0,143,0,143,0,0,
50,"Voetbalnieuws, live voetbal, uitslagen, transfers en meer! - FCUpdate.nl","fcupdate.nl",2800,67027,0,137,1048463,958757,537892,22/10/2024,13/01/2025,"91.184.0.105","91.184.0.0","NL","nl",51,58,"Sports/Soccer",51,"Arts/Movies",26,"Business/Education and Training",18,"Computers/Internet",17,"Computers/Internet/Searching",17,,0,,0,,0,,0,,0,0.0,400300,75,10,85,9,"nl",99.9,,,,,137,0,137,0,137,0,137,0,137,0,0,137,0,137,0,0,
51,"Premier League Latest News - Fotnet24","fotnet24.net",11,-1,0,134,12,16869,14702,23/10/2024,18/02/2025,"172.67.209.53","172.67.209.0","US","net",0,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,2890,20,16,36,12,"en",99.9,,,,,134,0,134,0,134,0,134,0,134,0,0,134,0,134,0,0,
52,"SRCH søkemotor - resultater fra alle de ledende motorene i verden","srch.no",21,-1,0,126,77,134819,56147,24/10/2024,04/02/2025,"54.156.227.213","54.156.227.0","US","no",0,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,39147,15,15,30,10,"en",54.7,"no",37.4,"da",1.2,174,48,131,43,174,0,174,0,0,174,0,174,0,174,0,0,
53,"VK Magazine","vkmag.com",1341,22276,0,122,45867,52826,45507,26/10/2024,18/02/2025,"178.128.140.109","178.128.140.0","GR","com",46,48,"Recreation/Humor",46,"Computers/Internet/Searching",19,,0,,0,,0,,0,,0,,0,,0,,0,0.0,35013,30,8,38,6,"nl",100.0,,,,,122,0,122,0,122,0,122,0,122,0,0,122,0,1,0,121,
54,"Srch-hakukone - tulokset kaikista maailman johtavista koneista","srch.fi",212,822818,0,120,346,70172,21821,31/10/2024,18/02/2025,"54.156.227.213","54.156.227.0","US","fi",0,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,21675,16,16,32,10,"fi",78.7,"en",16.4,"es",1.4,169,49,169,0,169,0,167,2,0,169,0,169,0,169,0,0,
55,"Arvokisat - Arvokisahuumaa penkkiurheilijoille!","arvokisat.com",69,-1,0,111,137,61929,61319,25/10/2024,18/02/2025,"104.26.15.19","104.26.15.0","US","com",2,29,"Recreation/Pets",2,"Regional/Europe",2,"Home/Family",1,"Recreation/Travel",1,"Arts/Music",1,"Reference/Maps",1,"Adult/Regional",1,"Business",1,,0,,0,0.0,53695,35,1,36,1,"fi",99.8,"en",0.1,,,111,0,111,0,111,0,111,0,111,0,0,111,0,0,0,111,
56,"F1MAX.NL","f1max.nl",234,573904,0,107,790,7007,6839,25/10/2024,18/02/2025,"178.128.143.203","178.128.143.0","GR","nl",12,30,"Society/People",11,"Sports/Wrestling",11,"Arts/Movies",11,"Sports/Soccer",10,"Recreation/Humor",10,"Business/Education and Training",6,,0,,0,,0,,0,0.02,6604,107,1,108,1,"nl",100.0,,,,,107,0,106,1,107,0,107,0,86,21,0,107,0,107,0,0,
57,"File Extension Database","hvordan-apne.com",30,-1,0,89,137,53892,38446,25/10/2024,18/02/2025,"104.21.16.1","104.21.16.0","US","com",0,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,37441,15,2,17,1,"no",99.3,"en",0.4,"nn",0.1,89,0,88,1,89,0,89,0,89,0,0,89,0,89,0,0,
