"Position","Title","Domain","Ref Domains","Alexa Rank","Matches","Matched Links","External Referring URLs","Indexed URLs","Crawled URLs","First Crawled","Last Successful Crawl","IP","SubNet","Country Code","TLD","Trust Flow","Citation Flow","Topical Trust Flow Topic 0","Topical Trust Flow Value 0","Topical Trust Flow Topic 1","Topical Trust Flow Value 1","Topical Trust Flow Topic 2","Topical Trust Flow Value 2","Topical Trust Flow Topic 3","Topical Trust Flow Value 3","Topical Trust Flow Topic 4","Topical Trust Flow Value 4","Topical Trust Flow Topic 5","Topical Trust Flow Value 5","Topical Trust Flow Topic 6","Topical Trust Flow Value 6","Topical Trust Flow Topic 7","Topical Trust Flow Value 7","Topical Trust Flow Topic 8","Topical Trust Flow Value 8","Topical Trust Flow Topic 9","Topical Trust Flow Value 9","Links Per Crawled Url","Outlink Checked Pages","Average Internal Outlinks Per Page","Average External Outlinks Per Page","Average Total Outlinks Per Page","Average External Domains Per Page","Domain Language 0","Domain Language Page Ratio 0","Domain Language 1","Domain Language Page Ratio 1","Domain Language 2","Domain Language Page Ratio 2","Total Inbound Links","Supplemental","Live","Lost","From Deep Links","From Homepages","Direct","Indirect","Follow","NoFollow","HTTP","HTTPS","Redirect","Text Link","Image Link","Frame","In Bucket"
1183,"Kortingscodes en kortingen in Nederland → Februari 2025","kortingscouponcodes.nl",418,387294,0,1,910,288067,282307,22/10/2024,18/02/2025,"104.21.93.163","104.21.93.0","US","nl",13,38,"Computers/Internet/On the Web",12,"Health/Reproductive Health",11,"Recreation/Travel",11,"Business/Telecommunications",11,"Recreation/Boating",11,"Society/Relationships",10,"Shopping/Visual Arts",10,"Recreation/Autos",10,"Computers/Internet/Web Design and Development",9,"Arts/Music",8,0.0,263985,12,0,12,0,"nl",99.9,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1184,"Hollywood, Pop culture, LGBTIQ+, Movies, and Television series","hollywoodmask.com",4698,388594,0,1,50211,34391,25538,23/10/2024,18/02/2025,"54.85.8.229","54.85.8.0","US","com",12,46,"Sports/Strength Sports",12,"News/Media Industry",7,"Society/Issues",5,"Recreation/Food",5,"Society/People",5,"News/Magazines and E-zines",5,"Computers/Internet/On the Web",5,"Business/Marketing and Advertising",5,"Recreation/Travel",5,"Business/Hospitality",5,0.0,21953,14,11,25,6,"en",100.0,,,,,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,
1185,"Sākums | Rīta Kafija","ritakafija.lv",285,403968,0,1,45921,635449,120608,22/10/2024,18/02/2025,"164.92.246.240","164.92.246.0","US","lv",29,49,"Computers",29,"Arts/Digital",14,,0,,0,,0,,0,,0,,0,,0,,0,0.0,118209,24,16,40,1,"lv",99.8,"en",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1186,"Internet vergelijken: Check het aanbod van 20+ providers","internetvergelijk.nl",1104,411260,0,1,5239,528,516,23/10/2024,20/01/2025,"76.76.21.21","76.76.21.0","US","nl",39,47,"Home/Consumer Information",39,"Business/Opportunities",20,"Computers/Internet/Consultants",19,"Computers/Internet/On the Web",19,"Recreation/Pets",18,"Business/Construction and Maintenance",18,"Society/Issues",18,"Health/Conditions and Diseases",16,"Computers/Systems",15,"Computers/Internet/Access Providers",14,0.0,413,5,0,5,0,"nl",99.5,"en",0.4,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1187,"Gewoonvoorhem | Online lifestyle magazine voor mannen","gewoonvoorhem.nl",543,411344,0,1,1887,57413,47799,22/10/2024,18/02/2025,"76.76.21.21","76.76.21.0","US","nl",19,39,"Arts/Video",19,"Society/People",16,"Society/Religion and Spirituality",11,"Recreation/Travel",10,"Computers/Internet/Searching",10,"Computers/Internet/On the Web",8,,0,,0,,0,,0,0.0,42054,16,3,19,2,"nl",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1188,"Приложения и игры: поиск, загрузки и обзоры - Anderbot","anderbot.com",950,411623,0,1,5486,1475792,567317,22/10/2024,18/02/2025,"172.66.40.134","172.66.40.0","US","com",21,39,"Business",19,"Business/Business Services",17,"Business/Construction and Maintenance",17,"Adult/World",15,"Society/Religion and Spirituality",15,"Arts/Movies",15,"Business/Industrial Goods and Services",14,"Business/Real Estate",14,"Business/Consumer Goods and Services",14,"Recreation/Pets",14,0.0,307640,87,0,87,0,"ru",18.1,"es",9.7,"en",9.7,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1189,"Life in Norway: All things Norway, in English","lifeinnorway.net",6474,416369,0,1,26663,8054,7730,22/10/2024,03/01/2025,"172.66.40.207","172.66.40.0","US","net",17,47,"Business/Business Services",16,"Society/Politics",14,"Regional/Europe",13,"Arts/Television",13,"Recreation/Radio",13,"Reference/Education",12,"Reference/Museums",12,"Computers/Computer Science/Academic Departments",11,"Arts/Radio",11,"Arts/Music",11,0.0,4603,56,6,62,5,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1190,"Home - TECHTELEGRAPH","techtelegraph.co.uk",1290,424701,0,1,3963,266714,156721,22/10/2024,18/02/2025,"77.111.240.245","77.111.240.0","DK","uk",15,35,"Computers/Software/Internet",14,"Health/Conditions and Diseases",13,"Computers/Security",12,"Business/Investing",12,"News/Newspapers",10,"Society/Law",10,"Business/Financial Services",9,"Computers/Software/Operating Systems",8,"Computers/Programming/Languages",7,"Computers/Hardware",7,0.0,151283,10,8,18,3,"en",99.9,,,,,2,1,2,0,2,0,2,0,2,0,0,2,0,2,0,0,
1191,"HCC - Home","hcc.nl",1805,427410,0,1,1399629,559199,462707,22/10/2024,18/02/2025,"212.72.229.180","212.72.229.0","NL","nl",61,57,"Computers/Organizations",57,"Computers/News and Media",44,"Computers/Software/Operating Systems",38,"Society/Genealogy",37,"Home/Consumer Information",36,"Games/Video Games/Computer Platforms",33,"Recreation/Collecting",33,"Recreation/Models",29,"Computers/Programming/Languages",22,"Computers/Open Source",17,0.0,188768,42,3,45,2,"nl",99.5,"en",0.4,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1192,"Best service to Find microlinks, backlinks point to your site.","websitekeywordchecker.com",952,433138,0,1,41182,152251,10491,04/12/2024,11/01/2025,"104.21.64.1","104.21.64.0","US","com",6,23,"Arts/Movies",6,"Sports/Football",4,"News/Journalism",3,"Arts/Visual Arts",3,"Society/Politics",3,"Society/Organizations",3,"Reference/Education",2,"Arts/Animation",2,,0,,0,0.0,6898,29,1,30,1,"en",96.4,"de",1.3,"it",0.3,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,
1193,"Ilvesfoorumi - Ilves-kannattajien oma keskustelupalsta","ilvesfoorumi.com",238,433684,0,1,714,643096,389507,22/10/2024,19/11/2024,"173.212.207.139","173.212.207.0","DE","com",4,24,"News/Magazines and E-zines",4,"Sports/Hockey",3,"Home/Family",2,,0,,0,,0,,0,,0,,0,,0,0.0,338356,15,0,15,0,"fi",100.0,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1194,"Pensionist - Daglige nyheder og information for pensionister","pensionist.dk",369,443159,0,1,6036,34527,33565,22/10/2024,18/02/2025,"52.30.193.84","52.30.193.0","IE","dk",24,39,"Recreation/Pets",23,"News",20,"Health/Alternative",15,"Business/Employment",13,"Science/Earth Sciences",12,"Business/Investing",12,"Recreation/Travel",12,"Computers/Internet/On the Web",12,"Reference/Museums",11,"Business/Telecommunications",10,0.0,28457,15,2,17,2,"da",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1195,"Webb-TV.nu – Störst på gratis svensk play | Gratis streaming online","webb-tv.nu",493,443564,0,1,3730,35006,20227,23/10/2024,18/02/2025,"35.228.241.108","35.228.241.0","US","nu",13,35,"Computers/Internet/On the Web",13,"Shopping/Clothing",8,"Recreation/Birding",7,"Business/Marketing and Advertising",6,,0,,0,,0,,0,,0,,0,0.0,13672,36,2,38,1,"sv",91.7,"en",8.2,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1196,"IJshockey Nederland 🏒 De site van IJshockey Nederland","ijshockeynederland.nl",493,448630,0,1,45860,37466,35317,22/10/2024,18/01/2025,"88.99.168.94","88.99.168.0","DE","nl",26,44,"Arts/Music",26,"Recreation/Aviation",18,"Sports/Skating",16,"Sports/Hockey",12,"News/Journalism",11,,0,,0,,0,,0,,0,0.0,28339,82,6,88,6,"nl",99.6,"en",0.3,,,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,
1197,,"fbscan.com",543,477970,0,1,6956,83293,6470,26/10/2024,16/02/2025,"104.21.2.71","104.21.2.0","US","com",9,29,"Computers/Software/Globalization",9,"Business/Business Services",5,"Sports/Football",4,,0,,0,,0,,0,,0,,0,,0,0.0,6466,20,2,22,2,"en",95.3,"de",1.8,"es",0.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,
1198,,"irishrugby.ie",5525,491951,0,1,450884,97012,94499,22/10/2024,11/02/2025,"34.250.133.64","34.250.133.0","IE","ie",27,51,"Sports/Football",27,"Recreation",18,"Computers/Internet",18,"Regional/Europe",17,"Recreation/Travel",16,"Reference/Flags",15,"Society/People",14,"Recreation/Outdoors",13,"Sports/Resources",12,"Business/Directories",12,0.0,82175,112,19,131,18,"en",99.9,,,,,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,
1199,"Technofizi.net - Tech, Reviews, Crypto, Alternatives, Dare 2 Dream...","technofizi.net",1395,498474,0,1,13017,1258973,365863,24/10/2024,18/02/2025,"172.67.145.242","172.67.145.0","US","net",18,40,"Computers/Software/Educational",18,"Sports/Football",11,"Games/Video Games/Strategy",8,,0,,0,,0,,0,,0,,0,,0,0.0,357858,41,1,42,1,"en",85.3,"fr",1.8,"ru",1.4,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,
1200,"Denoffentlige.dk","denoffentlige.dk",1284,505945,0,1,142126,96002,83482,22/10/2024,18/02/2025,"104.21.16.1","104.21.16.0","US","dk",20,40,"News",19,"Society/Issues",17,"Health/Mental Health",15,"Regional/Europe",14,"Business/Employment",12,"Business/Investing",12,"Recreation/Travel",11,"Recreation",10,"Adult/World",9,"Society/Law",9,0.0,82315,24,2,26,2,"da",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1201,"Home • zoNeflix","zoneflix.com",240,512977,0,1,1295,2722,2410,22/10/2024,12/02/2025,"204.93.224.149","204.93.224.0","US","com",3,21,"Arts/Movies",3,"Business/Business Services",2,"Business/Industrial Goods and Services",1,"Society/Government",1,"Business/Food and Related Products",1,,0,,0,,0,,0,,0,0.0,462,20,3,23,2,"es",48.8,"en",48.6,"pt",1.6,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1202,"MIDiA Research","midiaresearch.com",2672,516613,0,1,18599,84189,83800,22/10/2024,18/02/2025,"35.189.116.103","35.189.116.0","US","com",16,48,"Arts/Music",15,"Computers/Internet",14,"Arts/Literature",13,"Computers/Internet/Web Design and Development",12,"Arts/Organizations",11,"Computers/Software/Operating Systems",11,"News/Media Industry",11,"Games/Video Games/Console Platforms",11,"News/Newspapers",10,"Business/Information Technology",10,0.0,75472,13,1,14,1,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1203,"MMA News, BJJ, Boxing, Muay Thai, Bare Knuckle MyMMANews.com","mymmanews.com",2006,543053,0,1,14997,48275,36867,22/10/2024,18/02/2025,"192.124.249.29","192.124.249.0","US","com",13,39,"Games/Video Games/Shooter",13,"Sports/Martial Arts",11,"Society/Politics",10,"Society/Organizations",10,"Computers/Hardware",9,"Sports/Resources",8,"Society",8,"Computers/Multimedia",8,"Society/History",8,"News/Weblogs",7,0.0,23667,44,10,54,9,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1204,"Home - Dagelijkse.nl","dagelijkse.nl",250,544264,0,1,468,21197,20244,22/10/2024,18/02/2025,"172.67.70.18","172.67.70.0","US","nl",6,26,"News/Breaking News",6,"Arts/Music",5,"Regional/Europe",2,,0,,0,,0,,0,,0,,0,,0,0.0,15352,18,6,24,5,"nl",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1205,"Ljud & Bild – Största testdatabas för hemelektronik – Ljud & Bild","ljudochbild.se",740,549972,0,1,20576,607616,455943,22/10/2024,18/02/2025,"185.243.218.121","185.243.218.0","NO","se",17,46,"Business/Consumer Goods and Services",16,"Shopping/Photography",15,"Recreation/Audio",13,"Sports/Soccer",12,"Computers/Hardware",11,"Arts/Music",11,"Computers/Software/Operating Systems",11,"Recreation/Autos",10,"Business/Automotive",10,"Business/Telecommunications",10,0.0,352713,22,0,22,0,"sv",94.4,"en",5.4,,,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,
1206,"01smartlife","01smartlife.it",416,553086,0,1,10827,37094,36562,22/10/2024,18/02/2025,"54.230.10.34","54.230.10.0","US","it",23,34,"Computers/News and Media",21,"Computers/Systems",21,"Business/Information Technology",12,,0,,0,,0,,0,,0,,0,,0,0.0,22133,24,7,31,6,"it",73.6,"en",26.2,,,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,
1207,"CycleChat Cycling Forum - Bike Forums & Cycling Community","cyclechat.net",2130,565692,0,1,22127,2024832,440746,22/10/2024,24/01/2025,"104.21.48.1","104.21.48.0","US","net",31,37,"Sports/Cycling",31,"Recreation/Travel",17,"Recreation",16,"Business/Transportation and Logistics",15,"Sports/Football",15,"Society",13,,0,,0,,0,,0,0.0,425753,14,1,15,1,"en",99.9,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1208,"NPO Radio 5 - De beste Evergreens | NPO Radio 5","nporadio5.nl",2161,570991,0,1,159458,215010,209960,22/10/2024,04/12/2024,"145.58.30.3","145.58.30.0","NL","nl",50,50,"Arts/Radio",46,"Shopping/Consumer Electronics",41,"Arts/People",32,"Arts/Television",28,"Society/History",28,"Arts/Performing Arts",23,"Arts/Music",21,"Business/Hospitality",21,"Recreation/Collecting",19,"Society/Genealogy",17,0.0,187504,13,4,17,2,"nl",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1209,"Home - DailyOdds.com","dailyodds.com",117,573855,0,1,872,186418,174583,22/10/2024,11/02/2025,"188.241.151.82","188.241.151.0","RO","com",14,39,"Sports/Soccer",12,"Business/Business Services",12,"Computers/Programming/Languages",11,"Regional/Europe",11,"Games/Gambling",11,"Society/Politics",10,"Arts/Movies",10,"Society/Genealogy",10,"Arts/Photography",10,"Computers/Internet/Web Design and Development",10,0.0,110450,11,1,12,1,"nl",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1210,"DutchCowboys: Nieuws over Tech, Innovatie & Digitale Trends","dutchcowboys.nl",2496,573886,0,1,124457,147728,132632,22/10/2024,09/12/2024,"92.63.169.249","92.63.169.0","NL","nl",54,53,"Computers/Internet/On the Web",54,"Regional/Europe",19,"Computers/Companies",19,"Recreation/Travel",18,"Business/Marketing and Advertising",17,"Computers/Internet/Web Design and Development",16,,0,,0,,0,,0,0.0,121041,24,8,32,7,"nl",98.4,"en",1.5,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1211,"Forum Feminarum","forumfeminarum.nl",315,573915,0,1,604,355266,291742,22/10/2024,01/12/2024,"95.217.122.231","95.217.122.0","FI","nl",13,33,"Society/Relationships",11,"Business/Automotive",11,"Health/Reproductive Health",11,"Recreation/Boating",10,"Shopping/Visual Arts",10,"Shopping",10,"Computers/Mobile Computing",10,"Recreation/Travel",10,"Recreation/Autos",10,"Recreation/Motorcycles",10,0.0,164864,22,1,23,1,"nl",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1212,"JFK - for great men","jfk.men",541,573973,0,1,1533,38207,37824,23/10/2024,18/02/2025,"217.170.16.30","217.170.16.0","NL","men",11,40,"Regional/Europe",10,"Recreation/Autos",9,"Recreation/Collecting",9,"Computers/Internet/Searching",9,"Arts/Photography",8,"Recreation/Pets",8,"Computers/Software/Business",7,"Shopping/Publications",7,"Arts/Literature",7,"Computers/Internet/Web Design and Development",7,0.0,23974,27,3,30,2,"nl",81.5,"en",18.4,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1213,"Newslinet - Radio, Televisione, Editoria,Telecomunicazioni, Web","newslinet.com",655,578086,0,1,91970,155548,129519,22/10/2024,18/02/2025,"172.67.152.226","172.67.152.0","US","com",23,50,"Arts/Radio",23,"Recreation/Radio",11,,0,,0,,0,,0,,0,,0,,0,,0,0.0,82738,23,6,29,4,"it",99.2,"en",0.7,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1214,"Kijkers TV.","kijkers.tv",207,581475,0,1,327077,219,196,22/10/2024,18/02/2025,"162.159.140.127","162.159.140.0","US","tv",36,44,"Arts/Radio",34,"Home",27,"Arts/Television",27,"Arts/Music",19,"Regional/Europe",16,"Business/Education and Training",16,"Business/Arts and Entertainment",15,"Sports/Cue Sports",14,"Arts/Comics",14,"Sports/Water Sports",14,0.01,77,7,11,18,1,"nl",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1215,"Mundo Albiceleste","mundoalbiceleste.com",2161,633510,0,1,39944,696035,435258,22/10/2024,18/02/2025,"173.209.54.39","173.209.54.0","CA","com",17,45,"Adult/Regional",16,"Adult/World",16,"Adult/Shopping",14,"Adult/Society",12,,0,,0,,0,,0,,0,,0,0.0,310048,7,1,8,1,"en",81.9,"id",12.5,"zh",2.4,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,
1216,"Sat4all - Alles over Satelliet TV, Ziggo en Telenet!","sat4all.com",433,647295,0,1,3527,385899,79321,22/10/2024,18/02/2025,"213.206.76.33","213.206.76.0","NL","com",39,36,"Home/Consumer Information",39,"Arts/Television",15,"News",13,,0,,0,,0,,0,,0,,0,,0,0.0,65240,32,6,38,5,"nl",99.9,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1217,,"bethanne.net",583,667965,0,1,3722,113943,7232,04/12/2024,18/02/2025,"104.21.48.1","104.21.48.0","US","net",10,30,"Arts/Music",10,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,7175,28,5,33,4,"en",95.9,"de",1.3,"it",0.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,
1218,"The Geekiary – Geek News, Reviews, and Op/Eds","thegeekiary.com",1831,674934,0,1,4434,360781,355111,22/10/2024,18/02/2025,"64.91.227.84","64.91.227.0","US","com",15,42,"Arts/Animation",14,"Society/Gay  Lesbian  and Bisexual",13,"Arts/Literature",12,"Arts/Illustration",11,"Business/Retail Trade",11,"Games/Conventions",10,"Arts/Comics",10,"Arts/Writers Resources",10,"Science/Social Sciences",9,"Regional/North America",8,0.0,320234,69,11,80,11,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1219,"Forsiden - vargas12.com","vargas12.com",120,675501,0,1,915,15429,9284,22/10/2024,17/01/2025,"46.250.210.116","46.250.210.0","NO","com",2,28,"Recreation/Pets",2,"Regional/Europe",2,"Business/Industrial Goods and Services",1,"Society/Government",1,"Home/Family",1,"Recreation/Travel",1,"Business/Food and Related Products",1,"Business",1,"Arts/Music",1,"Reference/Maps",1,0.0,3460,39,5,44,3,"no",62.4,"en",37.4,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
1220,"WPBSA | Official World Governing Body of Snooker and Billiards","wpbsa.com",3545,675887,0,1,194985,30207,29190,22/10/2024,17/02/2025,"162.241.127.132","162.241.127.0","US","com",19,47,"Sports/Cue Sports",19,"Business",15,"Sports",14,"Regional/Europe",14,"Sports/Organizations",13,"Society/Government",10,"Sports/Events",10,"Sports/Equestrian",9,"Sports/Soccer",9,"Sports/Football",9,0.0,22816,19,5,24,5,"en",99.9,,,,,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,
1221,"PC-Active - Home","pcactive.nl",579,683321,0,1,78214,204876,187044,22/10/2024,18/02/2025,"212.72.227.90","212.72.227.0","NL","nl",48,44,"Computers/News and Media",47,"Computers/Organizations",29,"Home/Consumer Information",22,"Games/Video Games/Computer Platforms",20,"Computers/Software/Operating Systems",17,"Computers/Internet/On the Web",16,,0,,0,,0,,0,0.0,163031,42,2,44,1,"nl",98.4,"en",1.5,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1222,"DutchReview","dutchreview.com",5989,689200,0,1,237695,59139,47991,22/10/2024,18/02/2025,"188.114.96.1","188.114.96.0","US","com",19,48,"Business/Employment",17,"Recreation/Travel",16,"Society/Gay  Lesbian  and Bisexual",16,"News/Directories",16,"Society/Government",15,"World/Italiano",15,"Computers/Internet/Searching",13,"News/Newspapers",12,"Regional/Europe",12,"Science/Educational Resources",11,0.0,17213,72,7,79,5,"en",98.8,"nl",0.9,"de",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1223,"Radio Haugaland","radioh.no",452,700213,0,1,3314,560740,505315,22/10/2024,18/02/2025,"62.97.224.27","62.97.224.0","NO","no",22,35,"Society/Law",22,"Arts/Radio",15,"Business/Associations",14,"Society/Subcultures",13,"Recreation/Motorcycles",13,"Society/Issues",12,"News",11,"Society",11,"Regional/North America",10,,0,0.0,400926,35,6,41,4,"no",92.3,"en",7.4,"nn",0.1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1224,,"agf-forum.dk",207,719636,0,1,355,55117,49373,26/10/2024,08/02/2025,"162.55.134.177","162.55.134.0","US","dk",0,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,4318,19,4,23,3,"da",72.6,"en",27.3,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1225,"TV Program - MojTV.net - Najopširniji nedeljni TV raspored","mojtv.net",435,725937,0,1,419447,311899,82556,22/10/2024,18/02/2025,"104.21.21.213","104.21.21.0","US","net",14,36,"News/Magazines and E-zines",13,"Computers/Internet/On the Web",13,"Regional/Europe",12,"Arts/Animation",9,"Reference/Education",7,"Computers/Internet/Chat",7,"Recreation/Travel",6,"Business/Financial Services",6,"Society/Religion and Spirituality",6,,0,0.0,81602,285,4,289,3,"sr",98.8,"hr",0.5,"en",0.1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1226,"Tappara.co","tappara.co",296,738209,0,1,21469,87526,70547,22/10/2024,18/02/2025,"184.104.178.75","184.104.178.0","US","co",15,30,"Sports/Hockey",15,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,67547,24,3,27,2,"fi",99.9,,,,,2,1,2,0,2,0,2,0,2,0,0,2,0,2,0,0,
1227,"Cook'd and Bomb'd","cookdandbombd.co.uk",1099,738613,0,1,117960,3246488,508125,22/10/2024,25/01/2025,"217.70.184.55","217.70.184.0","FR","uk",16,34,"Arts/Music",16,"Society/Subcultures",14,"Society/People",11,"Arts/Radio",11,"Arts/Performing Arts",10,"Society",9,"Sports/Soccer",8,"Society/History",8,"Recreation/Humor",8,"Reference/Education",7,0.0,497074,15,2,17,2,"en",99.9,,,,,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,
1228,,"allafragor.com",46,739787,0,1,87,8329,8223,04/11/2024,03/01/2025,"104.21.8.160","104.21.8.0","US","com",0,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,2913,15,2,17,2,"sv",97.0,"de",2.3,"da",0.5,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1229,"NSMBL - Online magazine over het leven en alles wat daarbij hoort","beautify.nl",707,742387,0,1,3411,33204,31032,22/10/2024,21/12/2024,"104.18.33.219","104.18.33.0","US","nl",14,37,"Business/Business Services",13,"Business/News and Media",11,"Reference/Education",11,"Society/Relationships",11,"Science/Social Sciences",11,"Shopping/Visual Arts",10,"Computers/Mobile Computing",10,"Business/Automotive",10,"Health/Reproductive Health",10,"Recreation/Travel",10,0.0,22779,26,6,32,3,"nl",99.8,"en",0.1,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1230,"Gulden Courant","guldencourant.nl",45,745218,0,1,147,7889,7765,22/10/2024,18/02/2025,"104.21.18.104","104.21.18.0","US","nl",12,25,"Science/Social Sciences",11,"Sports/Wrestling",11,"Arts/Movies",11,"Sports/Soccer",10,"Recreation/Humor",10,"Computers/News and Media",8,"Business/Education and Training",6,"Health/Nutrition",6,"Computers/Internet/On the Web",5,"Shopping/Entertainment",5,0.0,7113,24,1,25,1,"nl",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1231,"Pressmailings.com","pressmailings.com",2334,748544,0,1,69885,50035,47276,22/10/2024,18/02/2025,"52.29.127.154","52.29.127.0","DE","com",30,44,"Sports/Water Sports",27,"Business/News and Media",24,"Reference/Museums",24,"Business/Business Services",23,"Arts/Visual Arts",21,"Games/Video Games/Multiplayer",20,"Arts/Radio",20,"Business/Environment",19,"Regional/Europe",18,"Arts/Movies",18,0.0,42520,0,0,0,0,"en",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1232,"Tweak - de Gigabit Glasvezel provider","tweak.nl",571,750611,0,1,4720,11494,10880,22/10/2024,31/01/2025,"82.197.223.226","82.197.223.0","NL","nl",15,37,"Computers/Consultants",14,"Health/Medicine",13,"Regional/Europe",11,"Society/Relationships",10,"Computers/Internet",10,"Computers/Mobile Computing",10,"Recreation/Boating",10,"Recreation/Autos",9,"Recreation/Motorcycles",9,"Computers/Internet/Searching",9,0.0,5809,1,0,1,0,"nl",85.7,"en",14.0,"la",0.1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,
1233,"The Local Norway - News and practical guides in English","thelocal.no",7879,760961,0,1,298257,31966,25931,22/10/2024,12/01/2025,"34.8.56.185","34.8.56.0","US","no",35,51,"News/Media Industry",34,"Society",26,"Home/Family",18,"Shopping/Consumer Electronics",18,"Society/Issues",17,"News/Directories",16,"Reference/Museums",16,"Arts/Movies",13,"Business/Business Services",13,"Home/Cooking",13,0.0,20161,23,12,35,11,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1234,"Pundit Feed - A voice for Tennis Fans!","punditfeed.com",2728,774952,0,1,4908,14738,12409,22/10/2024,18/02/2025,"104.18.5.35","104.18.5.0","US","com",6,39,"Regional/Europe",6,"Sports/Resources",3,"Sports/Soccer",3,"Recreation/Food",3,"Games/Video Games/Emulation",2,,0,,0,,0,,0,,0,0.0,11312,29,3,32,2,"en",99.8,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
1235,"KSU.NO - nettmagasin med hjerte for Kristiansund og Nordmøre","ksu.no",311,794241,0,1,306477,74385,68623,22/10/2024,23/01/2025,"91.189.183.18","91.189.183.0","NO","no",12,32,"News/Newspapers",12,"Computers/Software/Operating Systems",8,"Computers/Internet/On the Web",8,"Arts/Performing Arts",7,"Arts/Music",6,"Business/Energy",5,"Shopping/Directories",5,,0,,0,,0,0.0,39595,93,9,102,6,"no",99.6,"nn",0.2,"en",0.1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
1236,"NextGenTel","nextgentel.no",573,794886,0,1,11430,3651,3431,22/10/2024,23/01/2025,"76.76.21.98","76.76.21.0","US","no",44,41,"Computers/Internet/Access Providers",44,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,1062,9,1,10,1,"no",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
